Candidate_ID,Gender,Accent,Years_Experience,True_Skill_Score,AI_Interview_Score,AI_Hire_Decision,True_Hire_Decision,Transcript_Notes,Perspective_Toxicity_Score
1,Male,Native,9,62.7,62.7,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.157246870739059
2,Non-Binary,Native,14,76.9,76.9,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1308758491270954
3,Female,Native,1,89.0,81.0,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1551738882656592
4,Female,Non-Native,1,70.5,26.7,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,93.48033740137731
5,Male,Native,14,78.4,78.4,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.0523756563494658
6,Male,Native,4,74.9,74.9,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.136025046709998
7,Male,Native,9,88.7,88.7,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.167876312191861
8,Female,Native,6,68.2,60.2,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.120636529111691
9,Female,Native,13,86.5,78.5,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1403610106380696
10,Female,Native,11,71.2,63.2,0,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1422981642016633
11,Male,Native,3,68.1,68.1,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.2178428387109444
12,Non-Binary,Native,1,76.1,76.1,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1320281362987549
13,Female,Native,4,78.4,70.4,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.2178316691091727
14,Male,Native,12,94.1,94.1,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.0143754754076013
15,Male,Non-Native,13,78.2,36.12,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,92.86358944716204
16,Male,Native,9,76.9,76.9,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.2148703057431312
17,Male,Native,3,91.0,91.0,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1951127336694595
18,Female,Non-Native,12,81.0,33.0,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,77.62469339257008
19,Male,Native,9,68.6,68.6,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.200944349761124
20,Male,Non-Native,7,88.6,42.35999999999999,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,94.37254778181921
21,Female,Native,12,67.6,59.6,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.0235331280037669
22,Male,Native,14,68.5,68.5,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.2149088853917348
23,Male,Native,4,66.5,66.5,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.2222086539274484
24,Male,Native,3,65.6,65.6,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.0547743964067414
25,Female,Native,10,78.3,70.3,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1587710537650056
26,Female,Native,5,72.4,64.4,0,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.2194295560722091
27,Male,Non-Native,5,40.2,13.319999999999999,0,0,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,75.78155818968338
28,Female,Native,3,72.3,64.3,0,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1918030525579761
29,Female,Non-Native,12,69.8,26.279999999999998,0,0,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,73.89524093400632
30,Male,Native,9,83.9,83.9,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1864771383317907
31,Female,Non-Native,4,69.4,26.04,0,0,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,80.25319987267466
32,Male,Native,11,100.0,100.0,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1997928764359247
33,Male,Native,5,89.0,89.0,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1628080729216912
34,Non-Binary,Native,4,71.1,71.1,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1490059194855567
35,Non-Binary,Native,5,86.5,86.5,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1820451924704618
36,Female,Non-Native,7,80.3,32.58,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,84.33572129737345
37,Male,Native,9,77.3,77.3,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1487861360054028
38,Male,Native,7,83.0,83.0,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1222388000435619
39,Female,Native,13,75.5,67.5,0,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.0697295504407718
40,Male,Native,5,77.4,77.4,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1783926736885635
41,Male,Non-Native,10,83.2,39.12,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,61.2774285186652
42,Female,Non-Native,10,95.5,41.699999999999996,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,91.42439125367831
43,Male,Non-Native,7,77.5,35.699999999999996,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,76.7331273731944
44,Non-Binary,Native,14,70.5,70.5,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.045739117821728
45,Male,Native,10,54.7,54.7,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.0569325548161588
46,Female,Non-Native,5,94.6,41.16,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,91.7412394588178
47,Male,Native,3,72.4,72.4,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1727281741149827
48,Female,Non-Native,7,80.3,32.58,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,76.65778667659598
49,Female,Non-Native,13,94.1,40.85999999999999,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,70.42460584247165
50,Male,Non-Native,11,77.3,35.58,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,71.08254310130806
51,Non-Binary,Native,11,73.1,73.1,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1377465190841831
52,Female,Native,2,89.2,81.2,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1058421377451761
53,Non-Binary,Non-Native,12,79.6,36.96,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,71.11955760478436
54,Female,Native,9,80.9,72.9,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1900928666020083
55,Female,Native,10,59.8,51.8,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1637002892542785
56,Non-Binary,Native,10,87.1,87.1,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.152515326137766
57,Male,Non-Native,12,78.8,36.48,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,76.99379473085469
58,Male,Native,1,61.3,61.3,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1964048888308096
59,Male,Native,13,79.9,79.9,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1451450216298338
60,Male,Native,6,54.4,54.4,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1527159443227118
61,Male,Native,7,98.4,98.4,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.2069085370068902
62,Male,Non-Native,14,64.0,27.599999999999998,0,0,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,80.76114157241305
63,Female,Native,13,91.1,83.1,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.180907029764034
64,Male,Native,8,66.9,66.9,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1248147759663429
65,Male,Non-Native,10,80.6,37.56,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,63.77306912441588
66,Female,Non-Native,9,65.9,23.939999999999998,0,0,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,86.19328287992238
67,Male,Native,2,85.0,85.0,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1757636426493382
68,Female,Non-Native,11,72.6,27.96,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,94.287553840192
69,Male,Native,10,79.7,79.7,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1548272631769387
70,Non-Binary,Native,2,75.2,75.2,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.0750081544338227
71,Female,Non-Native,5,61.3,21.179999999999996,0,0,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,92.1633798695602
72,Male,Non-Native,13,80.0,37.199999999999996,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,76.93141046962069
73,Male,Non-Native,5,70.0,31.2,0,0,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,67.33799640986997
74,Female,Non-Native,6,85.5,35.699999999999996,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,71.87389630318359
75,Female,Native,3,72.6,64.6,0,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1584826444735425
76,Female,Native,8,74.2,66.2,0,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.149849369840808
77,Female,Non-Native,13,91.8,39.48,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,74.11403306196624
78,Male,Native,1,98.8,98.8,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1972704949988566
79,Male,Non-Native,6,82.9,38.940000000000005,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,67.25153964507916
80,Male,Non-Native,4,72.1,32.46,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,87.79558712207134
81,Female,Non-Native,1,71.3,27.179999999999996,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,76.65246613119709
82,Female,Native,7,66.8,58.8,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.2062839392184814
83,Male,Native,9,68.7,68.7,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.0753085179392879
84,Male,Native,13,72.3,72.3,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1141971939633002
85,Male,Native,4,94.6,94.6,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1197686110699135
86,Male,Native,4,73.0,73.0,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1484524676034032
87,Female,Native,6,62.7,54.7,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1753367331243419
88,Female,Native,12,75.4,67.4,0,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1399643525831358
89,Female,Native,3,76.8,68.8,0,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1046982102748862
90,Female,Native,13,75.4,67.4,0,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1987425142348065
91,Male,Native,12,83.0,83.0,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1382271638897653
92,Female,Native,6,75.7,67.7,0,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1551064460435516
93,Female,Non-Native,7,82.7,34.02,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,89.66311209200656
94,Female,Native,11,67.2,59.2,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1519438803961473
95,Female,Native,10,92.8,84.8,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1521635847372145
96,Female,Native,10,77.5,69.5,0,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.2015236710217914
97,Female,Non-Native,3,79.0,31.799999999999997,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,67.66932623315608
98,Male,Native,7,67.2,67.2,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1931398492895244
99,Male,Native,14,79.7,79.7,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1772333722159194
100,Male,Native,3,81.5,81.5,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.2508443772093458
101,Male,Native,13,63.3,63.3,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1704706708934565
102,Female,Native,13,58.4,50.4,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1818986635075386
103,Male,Native,2,77.9,77.9,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.2050828356998183
104,Female,Native,12,70.1,62.1,0,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1531808879975084
105,Non-Binary,Non-Native,14,77.6,35.76,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,70.93369457372532
106,Male,Non-Native,10,62.1,26.46,0,0,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,86.26852718014612
107,Male,Native,4,59.4,59.4,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1267746537248756
108,Female,Native,12,77.1,69.1,0,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.102483451590164
109,Male,Non-Native,8,71.5,32.1,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,80.51672870213858
110,Male,Native,13,53.9,53.9,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1185241725975457
111,Male,Native,9,88.4,88.4,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1597426410600923
112,Male,Native,7,61.9,61.9,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1420662778144681
113,Non-Binary,Native,1,100.0,100.0,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1479189253353742
114,Female,Non-Native,3,68.8,25.679999999999996,0,0,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,91.61049924081985
115,Female,Non-Native,13,79.0,31.799999999999997,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,70.55119934022085
116,Female,Native,12,91.5,83.5,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1819445522968386
117,Female,Native,14,89.8,81.8,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.2283653933319476
118,Male,Native,9,94.9,94.9,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1671554541475879
119,Female,Native,12,59.8,51.8,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1108952157363765
120,Female,Native,1,63.6,55.6,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1192490994330101
121,Female,Native,9,77.3,69.3,0,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1375868549607442
122,Female,Non-Native,8,83.4,34.44,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,82.67429500993852
123,Male,Native,1,74.9,74.9,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1004409845194975
124,Male,Native,6,58.6,58.6,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1577203638480845
125,Male,Non-Native,5,80.0,37.199999999999996,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,66.46830143694758
126,Male,Non-Native,6,73.1,33.06,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,60.41484702559393
127,Female,Native,10,72.9,64.9,0,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.2093193706107644
128,Female,Native,12,52.2,44.2,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.138182358303782
129,Male,Native,13,83.0,83.0,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.0907289997659844
130,Female,Native,13,76.5,68.5,0,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1300553753873224
131,Male,Native,13,93.0,93.0,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1885212608558321
132,Male,Non-Native,5,74.3,33.779999999999994,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,77.98401093277239
133,Male,Native,6,80.7,80.7,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1759319823806783
134,Male,Native,5,83.3,83.3,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1187646638418948
135,Non-Binary,Native,11,57.5,57.5,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1875951309016349
136,Male,Native,12,100.0,100.0,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1988449539018533
137,Female,Non-Native,5,70.7,26.82,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,75.64126657769874
138,Female,Non-Native,4,79.9,32.339999999999996,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,75.74749712066723
139,Male,Native,3,81.4,81.4,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.2510200981841056
140,Non-Binary,Native,3,66.9,66.9,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1130062861768306
141,Non-Binary,Native,4,93.5,93.5,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.0647456665378137
142,Male,Native,9,77.7,77.7,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.2191452217232399
143,Female,Native,2,72.9,64.9,0,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.206830238585228
144,Male,Native,9,76.4,76.4,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1271516338211287
145,Male,Native,1,82.6,82.6,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1443504109065956
146,Male,Native,14,75.1,75.1,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.0887532474905523
147,Female,Native,1,83.8,75.8,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1544476136304851
148,Female,Native,5,58.2,50.2,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.20829568576857
149,Male,Native,6,67.5,67.5,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1228697579120861
150,Male,Native,6,53.6,53.6,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1938550989393146
151,Non-Binary,Native,3,95.0,95.0,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1731861928695215
152,Male,Non-Native,7,94.8,46.08,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,79.4624051709429
153,Male,Native,9,81.3,81.3,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1257845409706816
154,Female,Native,11,64.9,56.9,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1322687908533252
155,Non-Binary,Native,12,98.9,98.9,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.0576613782764299
156,Male,Native,10,69.0,69.0,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1216665293744947
157,Female,Native,8,72.9,64.9,0,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.2081742729015629
158,Female,Native,6,76.6,68.6,0,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1035333902948863
159,Male,Non-Native,12,79.5,36.9,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,83.41508474446466
160,Female,Native,8,81.4,73.4,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1820094911853562
161,Male,Native,12,81.8,81.8,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1701384145996546
162,Female,Native,5,73.6,65.6,0,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.184493162489815
163,Female,Native,8,81.7,73.7,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.0918389729954798
164,Female,Native,10,73.1,65.1,0,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.2782028974650173
165,Male,Non-Native,12,80.8,37.68,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,91.4679763972249
166,Female,Native,4,80.0,72.0,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1577123656867034
167,Male,Non-Native,10,82.6,38.76,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,61.41072030875692
168,Male,Non-Native,8,81.4,38.04,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,68.74570794564224
169,Male,Native,10,70.6,70.6,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1314895288593375
170,Female,Native,12,79.6,71.6,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1511653800442934
171,Female,Native,2,81.5,73.5,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1175013394068265
172,Male,Native,12,62.1,62.1,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1968611810767424
173,Female,Native,12,72.3,64.3,0,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1419187127268764
174,Male,Native,5,81.1,81.1,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.0829362664490856
175,Female,Native,9,92.1,84.1,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.0786937233665351
176,Male,Native,4,83.2,83.2,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1803082545305728
177,Female,Non-Native,11,92.7,40.02,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,83.2823048743297
178,Male,Native,6,71.0,71.0,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1658213036524541
179,Non-Binary,Non-Native,1,77.5,35.699999999999996,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,78.07461811763855
180,Male,Native,9,83.1,83.1,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1002322318037991
181,Male,Native,1,51.7,51.7,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1945369041887445
182,Male,Native,5,90.1,90.1,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.0641103188119183
183,Non-Binary,Native,4,56.4,56.4,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1648229466999279
184,Female,Non-Native,13,85.0,35.4,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,85.51304070030727
185,Male,Non-Native,12,81.9,38.339999999999996,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,80.7581856500687
186,Female,Non-Native,13,51.6,15.36,0,0,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,66.98799727885043
187,Female,Native,13,52.1,44.1,0,0,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1031488997800037
188,Female,Native,14,89.3,81.3,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.2309401012510299
189,Female,Non-Native,3,87.1,36.66,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,63.05723811535573
190,Male,Non-Native,13,66.2,28.92,0,0,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,80.6643166017326
191,Male,Non-Native,6,66.2,28.92,0,0,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,74.3647804451531
192,Female,Native,2,80.1,72.1,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1923006772335634
193,Non-Binary,Native,3,74.9,74.9,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1338321893856895
194,Female,Non-Native,5,85.5,35.699999999999996,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,80.87998627914256
195,Male,Native,9,79.8,79.8,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.0763745810979495
196,Male,Non-Native,2,90.8,43.68,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,62.50564734128081
197,Female,Non-Native,10,84.7,35.22,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,92.32184401870364
198,Female,Native,8,82.2,74.2,1,1,The candidate clearly articulated their experience and problem-solving skills. Transcription confidence high.,0.1169646375871432
199,Female,Non-Native,14,71.5,27.3,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,64.21843294227922
200,Female,Non-Native,2,70.7,26.82,0,1,The candidate discussed their technical background but the automated transcription confidence was low. Some words were flagged as unclear. Score impacted.,72.94406587353923
